,SPEAKER,SENTENCE,MAIN
6184,고객,이거 작은 거는 얼마쯤 해요?,의류 문의
6185,점원,14만 8천 원입니다,의류 문의
6186,고객,지금 들은 까만 건 얼마예요?,의류 문의
6187,점원,이거는 할인해서 15만 8천 원이요,의류 문의
6188,고객,색깔은 까만 거 하나밖에 없어요?,의류 문의
6189,점원,이거 회색은 하나 있어요,의류 문의
6190,고객,이건 10얼마 하려나?,의류 문의
6191,점원,할인 들어가면 15만 원이요,의류 문의
6192,고객,메는 가방 있죠?,의류 문의
6193,점원,배낭 찾으시는 거예요?,의류 문의
6194,고객,네  작은 거,의류 문의
6195,점원,혹시 스무 살 정도한테 선물하시는 거예요?,의류 문의
6196,고객,예 맞아요,의류 문의
6197,점원,나이는 어느 정도 되나요?,의류 문의
6198,고객,예 이십 대,의류 문의
6199,점원,이 쪽에 제품들 있습니다,의류 문의
6200,고객,그거는 얼마예요?,의류 문의
6201,점원,19만 원입니다,의류 문의
6202,고객,배낭 젊은 애가 멜만 한 거 있어요?,의류 문의
6203,점원,이 정도도 다 괜찮아요,의류 문의
6204,고객,이런 거는 얼마씩 해요?,의류 문의
6205,점원,8만 원이에요,의류 문의
6206,고객,28살인데 이런 드는 가방보다는 배낭이 낫죠?,의류 문의
6207,점원,드는 가방이 더 나아요,의류 문의
6208,고객,인기 많은 게 어떤 거예요?,의류 문의
6209,점원,이런 거 인기 많았어요,의류 문의
6210,고객,이거는 얼마예요?,의류 문의
6211,점원,세일해서 16만 원이에요,의류 문의
6212,고객,다 가죽이에요?,의류 문의
6213,점원,네,의류 문의
6214,고객,이거는 얼마예요?,의류 문의
6215,점원,세일해서 12만 원이에요,의류 문의
6216,고객,몇% 세일하는 거예요?,의류 문의
6217,점원,거의 30% 세일하는 거예요,의류 문의
6218,고객,이거는 스카프를 말아놓은 거가?,의류 문의
6219,점원,네 디자인이 그렇게 나왔어요,의류 문의
6220,고객,크로스도 되고?,의류 문의
6221,점원,네 크로스 돼요,의류 문의
6222,고객,그거는 얼마예요?,의류 문의
6223,점원,15만 원입니다,의류 문의
6224,고객,여기 몇 시까지 열어놔요?,의류 문의
6225,점원,새벽 5시까지 해요,의류 문의
6226,고객,이런 거는 얼마씩 해요?,의류 문의
6227,점원,그거는 7만 원이요,의류 문의
6228,고객,이거 캐리어 작은 거는 얼마예요?,의류 문의
6229,점원,11만 원입니다,의류 문의
6230,고객,캐리어 작은 거 중에서 어떤 게 잘 나가요?,의류 문의
6231,점원,그거는 쓰시는 분에 따라서 달라요,의류 문의
6232,고객,저 빤들빤들한 천 말고 이 천이 흠집이 더 잘나요?,의류 문의
6233,점원,이 천이 흠집이 덜 나요,의류 문의
6234,고객,이게 더 가벼워요?,의류 문의
6235,점원,네 들어보세요,의류 문의
6236,고객,이거 어떻게 넣어요?,의류 문의
6237,점원,살짝 눌러서 내리시면 돼요,의류 문의
6238,고객,맨 앞 까만색 메는 거는 얼마예요?,의류 문의
6239,점원,20만 9천 원이요,의류 문의
6240,고객,남자 거도 만 원이에요?,의류 문의
6241,점원,네,의류 문의
6242,고객,이거 쌈지 건데 왜 이렇게 싸게 팔아요?,의류 문의
6243,점원,그래도 남아요,의류 문의
6244,고객,이런 백은 무슨 백이라고 해요?,의류 문의
6245,점원,숄더백입니다,의류 문의
6246,고객,가죽은 아니죠?,의류 문의
6247,점원,네,의류 문의
6248,고객,안에 들어있는 이거는 뭐예요?,의류 문의
6249,점원,파우치 하나 더 들어있어요,의류 문의
6250,고객,이런 것도 만 원이에요?,의류 문의
6251,점원,네,의류 문의
6252,고객,이 천은 억수로 뻣뻣한데 천이에요?,의류 문의
6253,점원,그거는 부직포 정도 생각하시면 돼요,의류 문의
6254,고객,비 안 들어가요?,의류 문의
6255,점원,완전히 안 들어가지는 않는데요 면 원단보다는 덜하죠,의류 문의
6256,고객,에나멜 이런 거는 비 맞아도 상관없죠?,의류 문의
6257,점원,네 상관없어요,의류 문의
6258,고객,이 가방은 다른 거 안 들었네?,의류 문의
6259,점원,네 그거는 안 들었어요,의류 문의
6260,고객,이것도 자주색 있네요?,의류 문의
6261,점원,네,의류 문의
6262,고객,한 회사에서 나왔는 건가 봐?,의류 문의
6263,점원,네,의류 문의
6264,고객,크기는 이게 이거보다 좀 작나요?,의류 문의
6265,점원,폭이 좁으니까요,의류 문의
6266,고객,가방은 다 균일가예요?,의류 문의
6267,점원,여기 거는 다 만 원요,의류 문의
6268,고객,다른데 거는 또 얼만데요?,의류 문의
6269,점원,여기 거는 좀 비싸요,의류 문의
6270,고객,이거 크로스백이에요?,의류 문의
6271,점원,네 어깨에 멜 수도 있게 돼있어요,의류 문의
6272,고객,이 천이 방수되는 천이에요?,의류 문의
6273,점원,네 이거 방수는 기본으로 됩니다,의류 문의
6274,고객,요즘 대학생들이 멜만 한 가방이 어떤 게?,의류 문의
6275,점원,젊은 층 같으면 백팩요?,의류 문의
6276,고객,백팩 종류도 괜찮고,의류 문의
6277,점원,이거 어떠세요,의류 문의
6278,고객,이게 재질이 뭔고?,의류 문의
6279,점원,소가죽이요,의류 문의
6280,고객,다른 색상은 없어요?,의류 문의
6281,점원,검정하고 회색 있어요,의류 문의
6282,고객,이거는 떨어지는 건가요?,의류 문의
6283,점원,네 이거는 탈부착됩니다,의류 문의
6284,고객,이 액세서리도 포함이에요?,의류 문의
6285,점원,네 다 드립니다,의류 문의
6286,고객,이거는 얼마죠?,의류 문의
6287,점원,이거는 세일해서 14만 9천 원입니다,의류 문의
6288,고객,세일 몇%한 거예요?,의류 문의
6289,점원,40%요,의류 문의
6290,고객,여기도 as 같은 거 해줘요?,의류 문의
6291,점원,네 그렇죠,의류 문의
6292,고객,이거 한 번 볼 수 있어요?,의류 문의
6293,점원,중간에 있는 거요?,의류 문의
6294,고객,네,의류 문의
6295,고객,이게 검은색이죠?,의류 문의
6296,점원,네,의류 문의
6297,고객,색상은 이거밖에 없나요?,의류 문의
6298,점원,네,의류 문의
6299,고객,노트북 하나 정도는 들어갈 수 있으려나?,의류 문의
6300,점원,네 노트북 들어가죠 안에 이렇게 노트북 넣을 수 있게 되어있어요,의류 문의
6301,고객,이거 얼마예요?,의류 문의
6302,점원,8만 9천 원이요,의류 문의
6303,고객,세일해서?,의류 문의
6304,점원,세일 안 해요,의류 문의
6305,고객,한 번 메봐주실래요?,의류 문의
6306,점원,네 이렇습니다,의류 문의
6307,고객,세일 기간이 있나요?,의류 문의
6308,점원,세일을 전혀 안합니다,의류 문의
6309,고객,저거 백팩 함 볼까요?,의류 문의
6310,점원,네,의류 문의
6311,고객,이 소재가 뭐예요?,의류 문의
6312,점원,이거는 그냥 천이에요,의류 문의
6313,고객,함 메봐도 되나요?,의류 문의
6314,점원,네,의류 문의
6315,고객,색상은 이거 검은색밖에 없나요?,의류 문의
6316,점원,네 그거 하나만 나왔어요,의류 문의
6317,고객,이 천 부분은 손으로 누볐나 봐요?,의류 문의
6318,점원,기계로 작업했습니다,의류 문의
6319,고객,이거는 얼마예요?,의류 문의
6320,점원,10만 9천 원요,의류 문의
6321,고객,한 번 메봐주실래요?,의류 문의
6322,점원,네,의류 문의
6323,고객,이런 거는 쬐그마한 크로스백인가?,의류 문의
6324,점원,네,의류 문의
6325,고객,한 번 메봐도 돼요?,의류 문의
6326,점원,네,의류 문의
6327,고객,이 크로스백은 가죽이에요?,의류 문의
6328,점원,아니요 가죽은 이 금액으로는 안 나와요,의류 문의
6329,고객,색상은 이 세 가지 색이에요?,의류 문의
6330,점원,베이지 색상도 있는데 다 나갔어요,의류 문의
6331,고객,초등학교 1학년들 멜 가방만 한 거 있어요?,의류 문의
6332,점원,학교 가방 찾으세요?,의류 문의
6333,고객,네 애들 좋아하는 거,의류 문의
6334,점원,여학생이에요? 남학생이에요?,의류 문의
6335,고객,여학생이요,의류 문의
6336,점원,여학생이면 검은색 이런 거 어떠세요?,의류 문의
6337,고객,핑크색 없어요?,의류 문의
6338,점원,완전 핑크 찾으시는 건가요?,의류 문의
6339,고객,네 완전 핑크가 더 이쁘네,의류 문의
6340,점원,핑크색 제품은 이 정도 있습니다,의류 문의
6341,고객,이거는 안에 뭐 많이 들어가나요?,의류 문의
6342,점원,네 학생가방으로 들어갈 것은 다 들어갑니다,의류 문의
6343,고객,안에 같이 들어있는 이거는 뭐예요?,의류 문의
6344,점원,물통인데 빼서 안에 넣으셔도 되고 달고 다녀도 돼요,의류 문의
6345,고객,이런 거는 구성이 틀리나요?,의류 문의
6346,점원,네 달라요 그거는 안에 물통이 없어요,의류 문의
6347,고객,가격 차이 좀 있겠네?,의류 문의
6348,점원,네 이게 좀 더 싸요,의류 문의
6349,고객,신주머니 포함된 가격인가요?,의류 문의
6350,점원,신주머니는 별개입니다,의류 문의
6351,고객,이거는 얼만데요?,의류 문의
6352,점원,그거는 세트로 11만 9천 원입니다,의류 문의
6353,고객,세트로 사면 얼마인가요?,의류 문의
6354,점원,같이 하시면 이것도 8만 6천 원입니다,의류 문의
6355,고객,때가 잘 타려나?,의류 문의
6356,점원,색이 연해서 때 잘 타는 편이죠,의류 문의
6357,고객,여기는 가방 브랜드가 뭐예요?,의류 문의
6358,점원,로엠걸즈예요,의류 문의
6359,고객,이거 아기들이 드는 크로스백이에요?,의류 문의
6360,점원,네 크로스백이에요,의류 문의
6361,고객,이런 거는 초등학교 몇 학년 때부터 들 수 있어요?,의류 문의
6362,점원,그거는 초등학교 2학년까지 들어요,의류 문의
6363,고객,지금 초등학교 2학년인데 앞으로 들라 그러면 어떤 가방이 좋을까요?,의류 문의
6364,점원,2학년들은 휴대폰 가방 많이 해요,의류 문의
6365,고객,휴대폰 가방 보여주세요,의류 문의
6366,점원,여기는 없어요,의류 문의
6367,고객,이건 유치원생들이 드는 가방인가요?,의류 문의
6368,점원,네 유치원생이나 7살 중에 이 캐릭터를 좋아하는 애들이 사가요,의류 문의
6369,고객,혹시 캐주얼한 옷에도 어울릴 가방 있나요?,의류 문의
6370,점원,어머님들은 후드나 가죽 가방 괜찮아요,의류 문의
6371,고객,이건 무늬가 악어인데 뭔가요?,의류 문의
6372,점원,소가죽이에요,의류 문의
6373,고객,이게 핑크색이에요?,의류 문의
6374,점원,아이보리예요,의류 문의
6375,고객,이 브랜드가 중저가 브랜드인가?,의류 문의
6376,점원,네,의류 문의
6377,고객,일부러 이렇게 삐딱하게 해놨나 봐요?,의류 문의
6378,점원,옆으로 기울일 수 있게 디자인 나온 거예요,의류 문의
6379,고객,이것도 소가죽이에요?,의류 문의
6380,점원,네,의류 문의
6381,고객,이거도 세일하나요?,의류 문의
6382,점원,이번 주까지 세일이라서 14만 8천 원입니다,의류 문의
6383,고객,크기는 두 가지만 나와요?,의류 문의
6384,점원,네,의류 문의
6385,고객,작은 거는 세일 안 하나 봐요?,의류 문의
6386,점원,아니요 세일해서 13만 8천 원입니다,의류 문의
6387,고객,이거는 재질이 천이에요?,의류 문의
6388,점원,네 원단과 가죽이 섞여있어요,의류 문의
6389,고객,편하게 메고 다닐 수 있는 거 가벼운 걸로 있어요?,의류 문의
6390,점원,이런 게 천이라 가벼워요,의류 문의
6391,고객,이게 봄상품인가 보죠?,의류 문의
6392,점원,네,의류 문의
6393,고객,이 메는 거는 가격이 어떻게 해요?,의류 문의
6394,점원,3만 5천 원이에요,의류 문의
6395,고객,현금하면 좀 할인해주세요?,의류 문의
6396,점원,그렇게 하세요,의류 문의
6397,고객,이거 버버리 스타일이다 그죠?,의류 문의
6398,점원,네 수납공간 잘 돼있고 잘 나가요,의류 문의
6399,고객,교환은 할 수 있어요?,의류 문의
6400,점원,혹시라도 마음에 안 드시면 다른 걸로 교환해 드릴게요,의류 문의
6401,고객,저거 키플링인가요?,의류 문의
6402,점원,그렇죠,의류 문의
6403,고객,짝퉁이에요 진짜예요?,의류 문의
6404,점원,진짜는 아니고 짝퉁 중에서도 A급 제품이에요,의류 문의
6405,고객,이거 여행 가방인 거죠?,의류 문의
6406,점원,네,의류 문의
6407,고객,이거 색깔이 무슨 색이라 해야 되나?,의류 문의
6408,점원,갈색이죠,의류 문의
6409,고객,이거는 재질이 어떻게 돼요?,의류 문의
6410,점원,소가죽이에요,의류 문의
6411,고객,여기 있는 거 다 세일하는 거예요?,의류 문의
6412,점원,네 홍보한다고 이 가격에 드리는 거예요,의류 문의
6413,고객,카드도 되는 가요?,의류 문의
6414,점원,네 카드로 하려면 이거는 4만 5천 원입니다,의류 문의
6415,고객,현금하면은 할인되나요?,의류 문의
6416,점원,현금가는 이 가격입니다,의류 문의
6417,고객,색깔이 베이지하고 갈색 두 가지네요?,의류 문의
6418,점원,네,의류 문의
6419,고객,여기 전부다 소가죽이나 그런 거예요?,의류 문의
6420,점원,네 소가죽 아니면 양가죽이에요,의류 문의
6421,고객,이거 검은색하고 카키색하고 두 종류가 있네요?,의류 문의
6422,점원,네이비까지 세 종류 있어요,의류 문의
6423,고객,교환이나 환불 안 되고?,의류 문의
6424,점원,네 할인하니까요,의류 문의
6425,고객,이거 키플링인가요?,의류 문의
6426,점원,아니요,의류 문의
6427,고객,이거는 가격이 어떻게 해요?,의류 문의
6428,점원,이거는 2만 원이요,의류 문의
6429,고객,이거 현금하면 할인 좀 해주시는 가요?,의류 문의
6430,점원,현금하시면 만 팔천 원에 드려요,의류 문의
6431,고객,이 가방은 얼마예요?,의류 문의
6432,점원,4만 원이요,의류 문의
6433,고객,저녁에는 여기 몇 시까지 하시는 데요?,의류 문의
6434,점원,8시까지 해요,의류 문의
6435,고객,혹시 쉬는 날 있으세요?,의류 문의
6436,점원,특별한 날은 없어요,의류 문의
6437,고객,밤색으로 여기 손잡이 달린 가방은 이거 어떻게 해요?,의류 문의
6438,점원,가격은 14만 2400원이에요,의류 문의
6439,고객,재질은 뭐예요?,의류 문의
6440,점원,이거는 합성가죽이에요,의류 문의
6441,고객,20% 할인되는 거예요?,의류 문의
6442,점원,"네 액세서리가 다 20%, 옷은 50%, 바깥에 이월은 70% 할인해요",의류 문의
6443,고객,이거 메는 끈도 있나요?,의류 문의
6444,점원,당연하죠,의류 문의
6445,고객,이 부분 천인데 방수되지요?,의류 문의
6446,점원,네 생활 방수 다 돼요,의류 문의
6447,고객,이거는 가격 어떻게 돼요?,의류 문의
6448,점원,이게 11만 8천 원짜리인데 할인 20% 하면 8만 2600원이고 회원 가입하시면 만 원이 빠져서 7만 2600원이에요,의류 문의
6449,고객,카드 되는 가요?,의류 문의
6450,점원,다 돼요,의류 문의
6451,고객,혹시 카드 할부되는 거 있어요?,의류 문의
6452,점원,3개월 무이자 다 돼요,의류 문의
6453,고객,전 카드 다 할부되나요?,의류 문의
6454,점원,"다 돼요 국민은 5개월, 삼성도 5개월, 나머지는 다 3개월 돼요",의류 문의
6455,고객,손잡이는 뭐로 돼있어요?,의류 문의
6456,점원,밑 부분은 천이고 손잡이는 가죽이에요,의류 문의
6457,고객,편하게 들을 수 있는 거 찾고 있어요,의류 문의
6458,점원,성인 남자분 거 찾으세요?,의류 문의
6459,고객,여자분 거요 엄마 드리려고,의류 문의
6460,점원,이런 거 어떠세요?,의류 문의
6461,고객,이거는 천이예요? 방수돼요?,의류 문의
6462,점원,네 다 돼요,의류 문의
6463,고객,옆으로 메는 거네요?,의류 문의
6464,점원,네,의류 문의
6465,고객,손잡이도 있네요?,의류 문의
6466,점원,이 손잡이는 떼서 사용할 수도 있어요,의류 문의
6467,고객,그거 한 번 볼게요,의류 문의
6468,점원,네,의류 문의
6469,고객,어머니 가방 바꿔드리려고 하는데 뭐가 좋을까요?,의류 문의
6470,점원,어머니께서 덩치가 좀 있으십니까?,의류 문의
6471,고객,아니요 저보다 조금 작으세요,의류 문의
6472,점원,"이런 것도 괜찮아요 드는 거, 메는 거 모두 가능해요",의류 문의
6473,고객,손잡이도 있어요?,의류 문의
6474,점원,네,의류 문의
6475,고객,이 감색 가방은 할인이 되나요?,의류 문의
6476,점원,네 30% 할인돼요,의류 문의
6477,고객,이쪽은 천이고 손잡이 부분은 그러면 뭐?,의류 문의
6478,점원,그 부분은 가죽입니다,의류 문의
6479,고객,이거는 얼마예요?,의류 문의
6480,점원,이거는 12만 9천 원입니다,의류 문의
6481,고객,교환하고 환불은 어떻게 해야 돼요 한다면은?,의류 문의
6482,점원,교환은 가능하고 환불은 내일까지 오셔야 돼요,의류 문의
6483,고객,수납공간이 좋네요?,의류 문의
6484,점원,네,의류 문의
6485,고객,여기 자크 두 개 있는데 이쪽으로 들어가는 게 여기로 들어가는 거랑 달라요?,의류 문의
6486,점원,네 달라요 그거는 안에 물통이 없어요,의류 문의
6487,고객,계속 30% 하시는 거예요?,의류 문의
6488,점원,이거는 반품 들어갈 때까지 세일해요,의류 문의
6489,고객,이 구찌 모양 잠깐 볼게요,의류 문의
6490,점원,중간에 있는 것 말씀하시는 건가요?,의류 문의
6491,고객,네 이거는 정품이에요?,의류 문의
6492,점원,그거는 짝퉁이에요,의류 문의
6493,고객,이 손잡이는 합성피혁인가요?,의류 문의
6494,점원,네,의류 문의
6495,고객,이거는 가격 어떻게 해요?,의류 문의
6496,점원,그거 만 원요,의류 문의
6497,고객,저희 친정엄마 사드리려고 보고 있는 데 뭐가 좋을까요?,의류 문의
6498,점원,중간 것도 괜찮아요,의류 문의
6499,고객,이거 끈도 달려있어요?,의류 문의
6500,점원,아니요,의류 문의
6501,고객,천으로 된 거네요?,의류 문의
6502,점원,네,의류 문의
6503,고객,이거는 가격 어떻게 해요?,의류 문의
6504,점원,이것도 만원입니다,의류 문의
6505,고객,안에 바로 열고 닫고 되지 예?,의류 문의
6506,점원,네 어른들은 이런 걸 더 선호하세요,의류 문의
6507,고객,이 보조가방은 천 만드신 거예요?,의류 문의
6508,점원,아니 직접 만든 건 아니에요,의류 문의
6509,고객,이건 천 편물인가요?,의류 문의
6510,점원,네,의류 문의
6511,고객,그 백 메는 거예요?,의류 문의
6512,점원,메는 거 아니에요 드는 거예요,의류 문의
6513,고객,저녁에는 몇 시까지 하시는 데예?,의류 문의
6514,점원,7시까지 해요,의류 문의
6515,고객,혹시 카드도 되나요?,의류 문의
6516,점원,카드는 안돼요,의류 문의
6517,고객,온누리상품권은 받으시는 가요?,의류 문의
6518,점원,안 받아요,의류 문의
6519,고객,애들 책가방 함보려고 하는데요,의류 문의
6520,점원,책가방 이쪽으로 보셔야 돼요,의류 문의
6521,고객,이거 지금 세일해요?,의류 문의
6522,점원,네 13만 9천 원짜리 9만 9천 원에 해드려요,의류 문의
6523,고객,중학생인데 가방 뭐가 좋을까요?,의류 문의
6524,점원,이거는 잘 나가서 마지막 한 개 남았고 이것도 많이 해요,의류 문의
6525,고객,이 가방은 어떻게 해요?,의류 문의
6526,점원,이것도 9만 9천 원이에요,의류 문의
6527,고객,지금 다 세일하시는 거예요?,의류 문의
6528,점원,그 제품만 세일하고 있어요,의류 문의
6529,점원,애들이 간혹 이거도 사 가는데 어떠세요?,의류 문의
6530,고객,이거는 등산 가방하고 비슷하게 끈 달렸네,의류 문의
6531,고객,이거는 세일 안 하네?,의류 문의
6532,점원,원래 가방 세일 안 해요,의류 문의
6533,고객,여기 적립카드 이런 거 돼요?,의류 문의
6534,점원,네 포인트 하나 만들면 만 원 할인돼요,의류 문의
6535,고객,포인트 만들면 바로 만 원 할인돼요?,의류 문의
6536,점원,내일부터 적용돼요,의류 문의
6537,고객,저 빨간색 천으로 돼있는 가방은 애들 소풍 가방으로 많이 쓰나요?,의류 문의
6538,점원,저 가방은 보조가방으로 써요,의류 문의
6539,고객,저 위에 거는 어떻게 하는데요?,의류 문의
6540,점원,5만 9천 원이에요,의류 문의
6541,고객,저녁에는 몇 시까지 하세요?,의류 문의
6542,점원,저녁에는 9시 30까지 해요,의류 문의
6543,고객,주차는 어디 대요?,의류 문의
6544,점원,주차는 8시 이후에는 요 앞에 하면 돼요,의류 문의
6545,고객,중학생인데 가방 어떤 거 많이 나가요?,의류 문의
6546,점원,중학생 남자애인가요?,의류 문의
6547,고객,여자예요,의류 문의
6548,점원,이거 잘 나가요,의류 문의
6549,고객,연보라색이네요?,의류 문의
6550,점원,네 이 색상이 잘 나가요,의류 문의
6551,고객,이거 검정이 있어요?,의류 문의
6552,점원,네 있어요,의류 문의
6553,고객,끈하고 이런 거 혹시 as 되는 가요?,의류 문의
6554,점원,다 되죠,의류 문의
6555,고객,이 가방 어떻게 해요?,의류 문의
6556,점원,이거는 5만 9200원이요,의류 문의
6557,고객,세일하시는 가요?,의류 문의
6558,점원,네,의류 문의
6559,고객,몇%까지인데요?,의류 문의
6560,점원,그거는 20% 해드려요,의류 문의
6561,고객,이 재질이 천은 아니네?,의류 문의
6562,점원,네,의류 문의
6563,고객,방수되는 가요?,의류 문의
6564,점원,네,의류 문의
6565,고객,작기도 작다 그죠?,의류 문의
6566,점원,네,의류 문의
6567,고객,애들 옆으로 막 메는 거 이런 거는 어떻게 하는 데예?,의류 문의
6568,점원,이거는 3만 9천 원입니다,의류 문의
6569,고객,그 가격이 할인하신 거예요?,의류 문의
6570,점원,네 세일해서 그 가격입니다,의류 문의
6571,고객,여기 적립은 되는 가요?,의류 문의
6572,점원,네 포인트 적립됩니다,의류 문의
6573,고객,제품에 따라서 적립률이 다른가 보지 예?,의류 문의
6574,점원,네 세일 많이 되는 거는 안 되는 것도 있고 정상 세일되는 거는 5%까지 됩니다,의류 문의
6575,고객,여기 주차는 여기 앞에 하면 돼요?,의류 문의
6576,점원,"토, 일, 공휴일은 이 앞에 주차해도 되고 평일에는 저쪽에 해놓으시면 돼요",의류 문의
6577,고객,요거는 가격 어떻게 해 예?,의류 문의
6578,점원,35만 원까지 해드려요,의류 문의
6579,고객,세일하시는가요?,의류 문의
6580,점원,세일은 겨울 부츠만 10프로 하고 있고요 세일은 안 해요,의류 문의
6581,고객,재질은 뭐라요?,의류 문의
6582,점원,이거는 천연 소가죽이에요,의류 문의
6583,고객,이 가방은 끈하고 손잡이가 같이 있는 건가요?,의류 문의
6584,점원,네 이것은 같이 돼있어요,의류 문의
6585,고객,이런 가방이 진짜 편하던데 메봐도 되죠?,의류 문의
6586,점원,네,의류 문의
6587,고객,이거는 색깔이 뭐예요? 브라우닌데 조금 약간 핑크?,의류 문의
6588,점원,밀크 브라운입니다,의류 문의
6589,고객,이 가방은 어떻게 해요?,의류 문의
6590,점원,이거는 39만 원입니다,의류 문의
6591,고객,이거 소품인데 세일 안 돼 예?,의류 문의
6592,점원,네 세일은 안 해요,의류 문의
6593,고객,이거 각이 딱 잡혀있어요?,의류 문의
6594,점원,아니요 각 잡히는 디자인은 아니에요,의류 문의
6595,고객,이 검은색 가방은 가죽인가?,의류 문의
6596,점원,이거는 다 가죽이에요,의류 문의
6597,고객,여기 봄 신상은 언제 나와요?,의류 문의
6598,점원,여기 있는 제품들이 거의 대부분 신상이에요,의류 문의
6599,고객,이것도 끈 달려있나요?,의류 문의
6600,점원,네 있어요,의류 문의
6601,고객,되게 많이 들어가죠?,의류 문의
6602,점원,네,의류 문의
6603,고객,이거는 가격 어떻게 돼요?,의류 문의
6604,점원,이거는 398000원요,의류 문의
6605,고객,지갑도 세일 안 하시죠 지금?,의류 문의
6606,점원,네,의류 문의
6607,고객,학생 미니 지갑 찾는데 없나요?,의류 문의
6608,점원,그런 거는 없어요,의류 문의
6609,고객,저녁에는 몇 시까지 하세요?,의류 문의
6610,점원,9시까지 합니다,의류 문의
6611,고객,요 브라운 가방 볼 수 있어요?,의류 문의
6612,점원,이 카멜색 말씀하시는 건가요?,의류 문의
6613,고객,네 카멜색,의류 문의
6614,고객,이거 소가죽이에요?,의류 문의
6615,점원,네,의류 문의
6616,고객,저거 카키색하고 어느 게 더 예쁜가?,의류 문의
6617,점원,기본적으로 카멜이 많이 나가긴 해요,의류 문의
6618,고객,정장용 백인 가요?,의류 문의
6619,점원,요즘은 캐주얼하게도 데일리 백으로 많이 메요,의류 문의
6620,고객,이거는 얼마예요?,의류 문의
6621,점원,178000원이에요,의류 문의
6622,고객,따로 할인 안 돼요?,의류 문의
6623,점원,신상 제품이라 할인 안돼요,의류 문의
6624,고객,나온 지가 좀 됐는 모양이죠?,의류 문의
6625,점원,"네 이 시리즈는 색깔, 디테일이 계속 변화돼서 나와요",의류 문의
6626,고객,끈은 가죽끈이에요 체인이에요?,의류 문의
6627,점원,끈은 가죽끈이에요 사이즈가 커서 체인은 안돼요,의류 문의
6628,고객,색깔은 검은색하고 세 가지에요?,의류 문의
6629,점원,네 보통 두 가지 정도 나오는데 올해는 세 가지 컬러 나왔어요,의류 문의
6630,고객,가격이 사십?,의류 문의
6631,점원,478000원요,의류 문의
6632,고객,어떤 게 잘 나가요?,의류 문의
6633,점원,이런 쪽으로 이것과 크로스 연결된 거 많이 찾으세요,의류 문의
6634,고객,색깔은 베이지하고 검은색밖에 없어요?,의류 문의
6635,점원,네,의류 문의
6636,고객,한 번 볼 수 없어요?,의류 문의
6637,점원,보여드릴게요,의류 문의
6638,점원,색깔은 어느 걸로 보여드릴까요?,의류 문의
6639,고객,그 베이지로 보여주세요,의류 문의
6640,고객,이거 가죽 재질이 굉장히 뻣뻣하네요?,의류 문의
6641,점원,소가죽인데 처리가 되어있어서 그래요,의류 문의
6642,고객,이건 얼마예요?,의류 문의
6643,점원,378000원요,의류 문의
6644,고객,할인한 가격이에요?,의류 문의
6645,점원,이거는 할인이 안 되거나 10프로밖에 안 돼요,의류 문의
6646,고객,이건 신상품인가요?,의류 문의
6647,점원,네 이 쪽이 신상품이에요,의류 문의
6648,고객,이거는 할인 좀 더 하는가요?,의류 문의
6649,점원,네 이거 할인받으시면 134000원이에요,의류 문의
6650,고객,제가 들만한 거 뭐 어떤 게 잘 나가요?,의류 문의
6651,점원,이런 작은 스타일 잘 나가는데 어떠세요?,의류 문의
6652,고객,이거는 너무 작은데,의류 문의
6653,점원,그럼 이 쪽에서 골라보세요. 조금 더 큰 사이즈들입니다,의류 문의
6654,고객,이거는 할인 안 되는 거예요?,의류 문의
6655,점원,할인됩니다,의류 문의
6656,고객,이거는 색상이 회색인가?,의류 문의
6657,점원,네 짙은 그레이입니다,의류 문의
6658,고객,요 색깔 하나밖에 없어요?,의류 문의
6659,점원,네,의류 문의
6660,고객,이거는 얼마예요?,의류 문의
6661,점원,376800원요,의류 문의
6662,고객,요거는 얼마에요?,의류 문의
6663,점원,이거는 세일하면 36만 원이에요,의류 문의
6664,고객,저거는 37만 원이지요?,의류 문의
6665,점원,네,의류 문의
6666,고객,이거 소가죽이에요?,의류 문의
6667,점원,네,의류 문의
6668,고객,이거는 무슨 색깔이지?,의류 문의
6669,점원,그거는 겨자 색깔이에요,의류 문의
6670,고객,사이즈는 이게 많이 크다 그러지 예?,의류 문의
6671,점원,큰 거는 아니에요 높이가 높아서 커 보이는 겁니다,의류 문의
6672,고객,저 가방보다 이 가방이 더 크죠?,의류 문의
6673,점원,네,의류 문의
6674,고객,저 가죽하고 이거 하고 이게 약간 조금 더 뻣뻣한가요?,의류 문의
6675,점원,똑같은 소가죽인데 저게 좀 부드럽게 나온 소재예요,의류 문의
6676,고객,세일률은 두 개가 똑같아요?,의류 문의
6677,점원,네,의류 문의
6678,고객,몇 프로 한 거예요?,의류 문의
6679,점원,37프로요,의류 문의
6680,고객,이거는 회색밖에 없어요?,의류 문의
6681,점원,자주색과 흰색 있어요,의류 문의
6682,고객,이거는 크기 조금 더 큰 거 있어요?,의류 문의
6683,점원,큰 거는 빨간색밖에 없어요,의류 문의
6684,고객,요거는 다른 색은 다 나갔는 모양이죠?,의류 문의
6685,점원,네,의류 문의
6686,고객,1박2일 어디로 가는데 적당한 가방 없을까요?,의류 문의
6687,점원,그럼 저 쪽 상품 가져가세요,의류 문의
6688,고객,이거 가격은 얼마에요?,의류 문의
6689,점원,그거 42000원짜리 3만 원에 드릴게요,의류 문의
